word	index	count
self	3	67452
new	4	17031
source	5	1993
target	6	1047
as	7	5316
delay	8	145
wait	9	178
socket	10	247
handle	11	1121
nil	12	9502
if	13	20001
true	14	10585
false	15	7843
prim	16	219
receive	17	27
data	18	1188
available	19	103
name	20	6808
store	21	462
callback	22	417
wa	23	632
email	24	30
on	25	4475
a	26	37009
block	27	5091
value	28	6591
window	29	1112
position	30	2334
point	31	1766
dict	32	225
dictionary	33	1225
collector	34	70
when	35	544
changed	36	1239
send	37	436
selector	38	2934
to	39	5734
reset	40	403
signed	41	93
short	42	85
at	43	7347
offset	44	1088
registry	45	217
add	46	5156
mouse	47	635
down	48	330
twice	49	21
remove	50	1517
all	51	4912
such	52	47
that	53	71
handler	54	538
is	55	6645
kind	56	311
of	57	3210
bl	58	2246
event	59	2597
and	60	3092
class	61	9907
assert	62	2101
number	63	2556
handlers	64	125
equals	65	691
options	66	261
key	67	2137
absent	68	1728
presenter	69	681
min	70	837
super	71	4418
draw	72	336
submorphs	73	278
athens	74	273
canvas	75	1513
an	76	10213
has	77	1258
keyboard	78	254
focus	79	443
byte	80	710
stream	81	6433
next	82	4005
put	83	5131
array	84	2878
size	85	4154
entity	86	1092
head	87	294
load	88	430
decoration	89	135
js	90	77
alias	91	32
named	92	1683
string	93	7190
attributes	94	687
t	95	555
text	96	5089
styleable	97	1
apply	98	192
wrap	99	104
morph	100	3174
not	101	4409
full	102	482
bounds	103	1168
extent	104	1684
model	105	2418
initialize	106	2252
properties	107	335
local	108	431
vars	109	119
ordered	110	1315
collection	111	3452
copied	112	43
do	113	6049
var	114	675
storing	115	2
temp	116	453
vector	117	522
for	118	4230
it	119	150
global	120	274
cache	121	682
announcement	122	270
old	123	792
dual	124	46
eps	125	197
moose	126	470
file	127	2075
start	128	1791
pos	129	213
integer	130	1541
end	131	1018
another	132	416
yourself	133	2040
nan	134	1945
primitive	135	277
failed	136	174
packages	137	633
run	138	353
algorithm	139	8
signature	140	69
method	141	3700
selected	142	1559
signatures	143	9
includes	144	1113
project	145	1372
loaded	146	78
boolean	147	802
raw	148	152
encode	149	90
with	150	6618
encoding	151	115
deprecated	152	313
in	153	2853
menu	154	1237
allowed	155	51
system	156	877
disk	157	22
open	158	780
property	159	1094
layout	160	2213
node	161	3472
element	162	4326
button	163	1400
pressed	164	176
border	165	1004
style	166	1253
or	167	2387
label	168	1692
contents	169	1455
disabled	170	67
item	171	2571
optimal	172	5
v	173	673
resizing	174	311
h	175	366
lock	176	74
selections	177	38
select	178	1213
each	179	3286
empty	180	1896
detect	181	405
from	182	3717
exception	183	415
message	184	993
understood	185	27
receiver	186	378
resume	187	81
signal	188	654
reached	189	11
default	190	2145
sent	191	45
working	192	433
copy	193	1805
diff	194	263
reference	195	991
commit	196	612
prior	197	61
entries	198	108
coefficients	199	76
parse	200	608
input	201	455
rule	202	466
expected	203	139
result	204	2159
token	205	455
be	206	573
directional	207	6
some	208	81
index	209	4224
count	210	838
standard	211	178
timeout	212	88
termcap	213	27
spotter	214	314
gt	215	2547
debugging	216	26
steps	217	65
foundation	218	2
origin	219	562
current	220	1695
step	221	967
first	222	1805
description	223	1226
error	224	1893
entry	225	523
content	226	715
find	227	368
set	228	2689
character	229	1035
search	230	460
map	231	736
starting	232	312
trachel	233	259
shape	234	1324
attach	235	166
edge	236	514
ending	237	46
path	238	1083
stroke	239	180
paint	240	383
color	241	4200
transparent	242	208
width	243	1542
svg	244	32
el	245	150
object	246	4921
none	247	358
get	248	1038
keyed	249	57
by	250	1166
transform	251	478
smalltalk	252	763
ui	253	379
icons	254	207
icon	255	907
month	256	208
affects	257	24
methods	258	621
scope	259	928
affected	260	163
magenta	261	8
base	262	483
trait	263	413
conversion	264	9
float	265	517
round	266	69
call	267	468
drop	268	283
binding	269	196
strategy	270	532
encoded	271	103
positive	272	94
fl	273	75
digits	274	40
digit	275	216
length	276	438
objects	277	387
write	278	789
big	279	31
endian	280	33
browser	281	861
navigation	282	265
views	283	47
create	284	579
selection	285	1619
context	286	2882
distance	287	239
before	288	132
detection	289	15
basic	290	1073
space	291	1059
parameters	292	310
should	293	448
mutable	294	19
loader	295	238
spec	296	2357
dialog	297	197
forms	298	43
form	299	1105
depth	300	490
display	301	748
scaled	302	67
scale	303	494
factor	304	186
list	305	2785
bits	306	227
per	307	53
pixel	308	118
visitor	309	454
visit	310	788
invocation	311	30
private	312	314
state	313	1064
attribute	314	667
fm	315	142
multivalue	316	26
link	317	745
update	318	1057
custom	319	105
mark	320	103
cly	321	812
tag	322	617
owner	323	616
opposite	324	109
test	325	826
case	326	270
results	327	128
identity	328	316
br	329	285
contour	330	15
pt	331	140
absolute	332	113
last	333	1449
segment	334	155
move	335	244
reopen	336	1
config	337	102
thousands	338	1
separator	339	146
intersects	340	11
interval	341	328
contained	342	48
messages	343	133
reverse	344	135
children	345	1188
collect	346	1397
which	347	80
reject	348	204
lf	349	84
buttons	350	132
sorted	351	408
versions	352	96
ea	353	160
line	354	1367
numbers	355	59
theme	356	638
translated	357	239
instance	358	971
side	359	381
organization	360	123
comment	361	358
but	362	115
halt	363	36
rt	364	1382
translate	365	223
builder	366	1993
pop	367	166
top	368	804
mc	369	548
snapshot	370	264
resource	371	180
definitions	372	119
def	373	28
definition	374	701
then	375	160
category	376	694
example	377	1083
group	378	1148
examples	379	368
debug	380	167
return	381	277
displaying	382	35
progress	383	204
any	384	534
one	385	423
inspect	386	85
r	387	493
external	388	404
type	389	1548
no	390	304
change	391	936
initializers	392	19
called	393	7
order	394	327
annotation	395	292
instances	396	122
contains	397	111
symbol	398	1541
relation	399	123
horizontal	400	476
vertical	401	463
references	402	244
filter	403	723
literal	404	408
javascript	405	53
max	406	1343
export	407	94
fixed	408	105
shapes	409	131
view	410	2646
translucent	411	34
image	412	511
rect	413	402
bounding	414	46
box	415	520
pragma	416	366
keywords	417	99
pluggable	418	70
items	419	1208
association	420	243
managers	421	39
wc	422	35
package	423	2469
left	424	1020
importer	425	131
pharo	426	150
task	427	196
importing	428	64
merge	429	230
metaclass	430	64
candidate	431	103
operator	432	78
names	433	703
install	434	131
b	435	1386
normal	436	181
out	437	285
range	438	255
y	439	1057
mu	440	23
sigma	441	17
dp	442	25
pm	443	275
erf	444	6
approximation	445	14
squared	446	85
classes	447	773
abstract	448	206
factory	449	214
measure	450	77
rectangle	451	826
borders	452	11
frame	453	435
inset	454	145
n	455	752
clear	456	198
bit	457	738
table	458	967
cell	459	329
refreshing	460	7
defining	461	172
environment	462	782
enabled	463	444
sub	464	459
arguments	465	670
font	466	1051
fonts	467	58
morphic	468	133
layer	469	64
front	470	42
back	471	187
auto	472	219
accept	473	291
placeholder	474	15
headers	475	153
